geni_id,label,description,pair_count,is_collision
6000000015896505477,Cristóvão de Almeida,born circa 1490,2,yes
6000000015941810277,Karl Melsom,born 1888,2,yes
6000000015942998683,Karl Melsom,born 1888,2,yes
6000000016104236704,Maria da Silva,born circa 1570,2,yes
6000000016160955047,Cornelius Shaffer,1827 - 1891,2,yes
6000000016164167069,Joana da Silva,born circa 1500,3,yes
6000000016235898678,Maria Coutinho,born circa 1450,2,yes
6000000016237168159,NN,born 1120,2,yes
6000000016237295976,Teresa Mendes de Sousa,born circa 1220,2,yes
6000000016266015405,Maria Coutinho,born circa 1450,2,yes
6000000016266164684,Filipa de Castro,born circa 1450,2,yes
6000000016303891282,Catarina de Menezes,born circa 1470,2,yes
6000000016309570722,Maria de Menezes,born circa 1470,2,yes
6000000016337306374,Mikołaj Krzysztof Sapieha h. Lis,1613 - 1639,2,yes
6000000016342964635,Anna Margaretha von Lode,died 1677,2,yes
6000000016344627247,NN,born circa 1400,3,yes
6000000016399615871,Maria Barbosa da Gama,born 1662,2,yes
6000000016407747688,Joana de Melo,born circa 1470,2,yes
6000000016408280365,Guiomar de Castro,born circa 1500,3,yes
6000000016433180021,Maria de Menezes,born circa 1470,2,yes
6000000016440023615,Maria de Menezes,born circa 1475,3,yes
6000000016441576545,Filipa de Melo,born circa 1500,2,yes
6000000016457815399,Marianne Drutska-Lubetska,born circa 1540,2,yes
6000000016457840174,Marianne Drutska-Lubetska,born circa 1540,2,yes
6000000016523821152,Josefa Camacho Riquelme,born circa 1650,2,yes
6000000016553205485,NN,born 1120,2,yes
6000000016588368262,Peter Jensen,born 1751,2,yes
6000000016606396061,Maria de Castro,born circa 1530,3,yes
6000000016624296727,Brites de Vilhena,born circa 1480,2,yes
6000000016645354337,Judit Kristina Larsson,24 Dec 1897 - 26 Dec 1987,2,yes
6000000016664017141,NN,born circa 1275,3,yes
6000000016681801663,Margarida de Sousa,born circa 1480,2,yes
6000000016719102511,Cornelia Jensdatter,1742 - 1772,2,yes
6000000016719554558,Petronelle Jensdatter,born 1744,2,yes
6000000016719560351,Cornelia Jensdatter,born 1740,2,yes
6000000016742419265,Juliana van Beringen,born 1340,2,yes
6000000016822652978,NN,died 1657,2,yes
6000000016823422531,Johanne Margrethe Conradi,13 Aug 1780 - 7 Dec 1820,2,yes
6000000016830700996,Ira Combs,23 Feb 1913 - 6 Oct 1914,2,yes
6000000016934405204,Afonso de Noronha,born circa 1450,2,yes
6000000016936297094,Maria de Noronha,born circa 1545,2,yes
6000000016986370623,Tor Jakobson Åse,born 1689,2,yes
6000000017000601513,Isabel de Castro,born circa 1470,3,yes
6000000017001096414,Joana de Menezes,born circa 1510,3,yes
6000000017116258686,Catrina Jonsdotter,"20 May 1788 Östanbäck, Skellefteå, Västerbotten (AC - 21 Nov 1852 Östanbäck 3, Skellefteå, Västerbotten (AC)",2,yes
6000000017124618009,Isabel Vaz de Castelo-Branco,born circa 1430,2,yes
6000000017155761780,Joana de Menezes,born circa 1490,2,yes
6000000017233764042,Métheline de Béziers,born 1105,2,yes
6000000017316790070,Diogo Gomes de Abreu,born circa 1510,2,yes
6000000017419073721,Domingos Ferreira,born 1679,2,yes
6000000017420344512,Lázaro Wanderley,born 1680,2,yes
6000000017459250720,Afonso de Noronha,born circa 1450,2,yes
6000000017471318754,Leonor de Sousa,born circa 1430,2,yes
6000000017488254041,NN,born circa 1620,5,yes
6000000017498260010,Maria de Mendonça,born circa 1525,2,yes
6000000017567907827,Catarina de Menezes,born circa 1470,2,yes
6000000017568047365,Francisca da Silva,born circa 1490,2,yes
6000000017568378033,Maria de Menezes,born circa 1475,3,yes
6000000017582484636,Joana de Castro,born circa 1440,2,yes
6000000017582947259,Isabel de Castro,born circa 1390,2,yes
6000000017583411811,Guiomar Correia,born circa 1440,2,yes
6000000017583419959,Guiomar Correia,born circa 1440,2,yes
6000000017592525347,Leonor de Noronha,born circa 1480,2,yes
6000000017596444019,Joana de Azevedo,born circa 1440,2,yes
6000000017603411394,NN,born circa 1510,4,yes
6000000017705506020,Arent van Duvenvoorde,died 1558,2,yes
6000000017729106174,Guiomar de Melo,born circa 1500,2,yes
6000000017737642392,Isak Gnospelius,born 1724,2,yes
6000000017936616263,Maria de Noronha,born circa 1500,3,yes
6000000017936747311,Maria de Menezes,born circa 1515,2,yes
6000000017956278043,Isabel de Castro,born circa 1500,3,yes
6000000017993728357,Catarina de Menezes,born circa 1540,2,yes
6000000018000076752,NN,born circa 1635,2,yes
6000000018014400180,Catarina da Silva,born circa 1540,2,yes
6000000018059521056,Brites Barbosa,born circa 1490,2,yes
6000000018144643372,Malin Nilsdotter,1712 Drängsmark - 1790 Norrlångträsk,2,yes
6000000018161315465,NN von Toll,died 1690,2,yes
6000000018161425463,NN von Toll,died 1690,2,yes
6000000018170271989,NN,born circa 1360,2,yes
6000000018201073991,Maria Pereira,born circa 1520,2,yes
6000000018244833879,Arent van Duvenvoorde,died 1558,2,yes
6000000018281270267,Elizabeth Roberts,born 1813,2,yes
6000000018469160682,Elizabeth Roberts,born 1813,2,yes
6000000018470514135,Mary Edwards,born 1800,2,yes
6000000018480627881,Kone,"died Jordanger, Luster, Sogn og Fjordane, Norway",4,yes
6000000018480756431,Kone,"died Jordanger, Luster, Sogn og Fjordane, Norway",4,yes
6000000018480770541,Kone,"died Jordanger, Luster, Sogn og Fjordane, Norway",4,yes
6000000018480772457,Kone,"died Jordanger, Luster, Sogn og Fjordane, Norway",4,yes
6000000018525242326,Gottfried Becker-Christensen,3 Oct 1874 - 19 Aug 1962,2,yes
6000000018648476764,Greta Silfverskiöld,1889 - 1948,2,yes
6000000018691734133,Anna,born circa 1640,2,yes
6000000018736236152,Aron Wahl,born 1878,2,yes
6000000018808589892,NN,born circa 1002,2,yes
6000000018808911704,NN,born circa 1097,2,yes
6000000018912468294,Jón Gíslason,born circa 1605,2,yes
6000000018992872267,Craterus,-370 - -321,2,yes
6000000019004518853,María de la Concepción Sáenz Salazar,born 1724,2,yes
6000000019005369165,María de la Concepción Sáenz Salazar,born 1724,2,yes
6000000019045822282,Michał Lasocki h. Dołęga,died 1472,2,yes
6000000019394232140,Edit Charlotta Wachtmeister af Johannishus,1866 - 1938,2,yes
6000000019400292264,Michał Lasocki h. Dołęga,died 1472,2,yes
6000000019419378478,NN,born circa 1370,2,yes
6000000019589337558,NN,born circa 1150,4,yes
6000000019645003039,Hannah Mather,30 May 1680 - 2 Dec 1706,2,yes
6000000019660716489,Marit Gjermundsdatter Aniksdal,born 1751 Aniksdal,2,yes
6000000019671427847,NN,born Norway,2,yes
6000000019673849808,Eury Brannon Beam,1866 - 1941,2,yes
6000000019706033706,Thomas Lowe,1858 - 1939,2,yes
6000000019742209003,Inga Nilsdatter Kallastein,1766 - 1818,2,yes
6000000019908900512,Joana de Castro,born circa 1500,2,yes
6000000019909118664,Isabel de Castro,born circa 1510,2,yes
6000000019966186913,NN,born circa 1430,3,yes
6000000020053873685,NN Johansdotter (Ulv) innebränd,died 1517 Stegeholm,2,yes
6000000020054081255,NN Johansdotter (Ulv) innebränd,died 1517 Stegeholm,2,yes
6000000020092978960,Keziah Owen,11 Apr 1730 - 11 Aug 1730,2,yes
6000000020146112126,Métheline de Béziers,born 1105,2,yes
6000000020159766045,Anna von Tiesenhausen,died circa 1648,2,yes
6000000020209198249,João Correia,born circa 1440,2,yes
6000000020307758906,Rodrigo de Paz,died 16 Oct 1525,2,yes
6000000020381799730,Maurice John Kingscote,1887 - 1959,2,yes
6000000020389215593,Brites Barbosa,born circa 1490,2,yes
6000000020436828952,Samuel Cornell,1702 - 1768,2,yes
6000000020517544202,Francisco da Cunha,born circa 1550,2,yes
6000000020520278252,Johannes Jensen,born 28 Nov 1837,2,yes
6000000020533474094,Nest ferch Llewelyn,born circa 1250,2,yes
6000000020627754777,Tristão de Sousa,born circa 1430,2,yes
6000000020639285067,Margaret Lederach Wismer,4 Jun 1768 - 23 Jul 1822,2,yes
6000000020703776940,Brita Catharina Persdotter,8 Sep 1798 - 15 Jun 1799,2,yes
6000000020774783546,Isaac Crouthamel,3 Apr 1853 - 9 Feb 1930,2,yes
6000000020799653681,Leonor de Vilhena,born circa 1540,2,yes
6000000020813451903,NN Fraenkel-Teomim,born circa 1720,2,yes
6000000020824915003,Otto von der Osten-Sacken,died Bef 1644,2,yes
6000000020832960414,Anna Maria von Mirbach,6 Sep 1616 - 3 Nov 1673,2,yes
6000000020909188146,Guiomar de Melo,born circa 1500,2,yes
6000000021079297426,NN,born circa 1470,4,yes
6000000021080339110,NN,born circa 1500,5,yes
6000000021093100150,Isabel de Vilhena,born circa 1540,2,yes
6000000021106683406,Isabel de Vilhena,born circa 1540,2,yes
6000000021413263798,Maria José Sovereira Zuzarte Mascarenhas,born 1850,2,yes
6000000021516897396,Sigurður Jónsson,born circa 1430,2,yes
6000000021701174969,Henrique Vaz de Mascarenhas,born 27 Jan 1879,2,yes
6000000021701185991,Maria da Conceição Vaz de Mascarenhas,16 Aug 1900 - 19 Feb 1987,2,yes
6000000021807201967,Jacob Nielsen Busch,1630 - 1669,2,yes
6000000021889756090,Teresa Niemojewska,1933 - 2010,2,yes
6000000022017460726,Henrique de Menezes,born circa 1470,2,yes
6000000022050680936,NN,born circa 1600,3,yes
6000000022168085913,NN,born circa 1590,6,yes
6000000022181615170,NN,born circa 900,4,yes
6000000022183440985,NN,born circa 900,4,yes
6000000022453945754,Sulayman ibn Yahya ibn Abu ibn Daud,circa 1135 - 1205,2,yes
6000000022495129918,Catarina da Silva,born circa 1540,2,yes
6000000022541420234,Jon Jonsen,born 1790,2,yes
6000000022602093146,NN Gritti,died 1534,2,yes
6000000022602209366,NN Gritti,died 1534,2,yes
6000000022658735380,Sigurður Ívarsson,born circa 1545,2,yes
6000000022659370575,Ragna Seeberg,born 6 Oct 1900,2,yes
6000000022810921086,Nicolás de Medina,born 1645 Mexico,2,yes
6000000022822279166,NN,born circa 1550,2,yes
6000000023101628914,Maria Emília de Figueiredo Mascarenhas,24 Oct 1862 - 9 Aug 1937,2,yes
6000000023168720746,Peder Olsen Kartevoll,1743 - 8 Mar 1766,2,yes
6000000023207874874,Maria Elisa de Figueiredo de Mascarenhas,born 11 Aug 1841,2,yes
6000000023304006631,Juliane (July) von Bischoffshausen,1812 - 1846,2,yes
6000000023359848539,David Ellingsen Helland,1755 - 1802,2,yes
6000000023404189819,Catharina Olsdotter,born 7 Oct 1817,2,yes
6000000023420732790,Nils,1792 - 1792,2,yes
6000000023482084629,Anna Maria Larsdatter Vambheim,1706 - 1790,2,yes
6000000023484046583,NN Halvorsen Rød,26 Aug 1816 - 26 Aug 1816,2,yes
6000000023484046598,NN Halvorsen Rød,26 Aug 1816 - 26 Aug 1816,2,yes
6000000023795722070,Anna Elisabet Larsson,born 1896,2,yes
6000000023811254771,Elizabeth Waggy,born 1805,2,yes
6000000023838894088,Anders Persson,28 Jan 1712 Sjulnäs 3 - 10 Sep 1786 Sjulnäs 3,2,yes
6000000024061013297,Jose Severo Ortega,born Nov 1864,2,yes
6000000024211687019,Peter Jensen,born 1751,2,yes
6000000024211702984,Cornelia Jensdatter,born 1740,2,yes
6000000024211736120,Petronelle Jensdatter,born 1744,2,yes
6000000024211743037,Cornelia Jensdatter,1742 - 1772,2,yes
6000000024334252149,James Baskerville,born circa 1550,2,yes
6000000024334496979,James Baskerville,born circa 1550,2,yes
6000000024464477597,NN,"born Warwick, Virginia, USA",2,yes
6000000024464622027,NN,"born Warwick, Virginia, USA",2,yes
6000000024601299687,William Murray Grider,1785 - 1856,2,yes
6000000024709550701,Nicoline Ingeborg Klem,1822 - 1902,2,yes
6000000024710034055,Nicoline Ingeborg Klem,1822 - 1902,2,yes
6000000024793415313,NN,born circa 1115,2,yes
6000000024899909864,Ole Nilsen Eikanger,1802 - 1803,2,yes
6000000025180660778,Alice Camilla Eyles,born 3 May 1889,2,yes
6000000025181605409,Norman Ambrose Pogson,born 7 Oct 1887,2,yes
6000000025181653420,Norman Ambrose Pogson,born 7 Oct 1887,2,yes
6000000025181708487,Alice Camilla Eyles,born 3 May 1889,2,yes
6000000025182915803,Tvilling Arends,1759 - 1759,2,yes
6000000025183304327,Tvilling Arends,1759 - 1759,2,yes
6000000025205501585,Frances Seligsberg,born circa 1876,2,yes
6000000025349346366,John Hamby,born 1360,2,yes
6000000025474993008,NN,born 1330,2,yes
6000000025694133810,Manuel de Figueiredo Mascarenhas,11 Mar 1632 - 8 Oct 1701,2,yes
6000000025987661904,Freeman Foster,1793 - 1848,2,yes
6000000026025034381,Mary Blanch Clubb,1877 - 1958,2,yes
6000000026072621255,Eleanor Custis Peter,1896 - 1905,2,yes
6000000026102284777,Eleanor Custis Peter,1896 - 1905,2,yes
6000000026192280296,Carlos Pais de Sande e Castro Ferreira,1910 - 1974,2,yes
6000000026243029916,Ole Steffensen Midtbø,1661 - 1749,2,yes
6000000026494433778,Sulayman ibn Yahya ibn Abu ibn Daud,circa 1135 - 1205,2,yes
6000000026505719412,NN,died 1705,2,yes
6000000026545777823,Karen Gitlesdatter Austrått,1710 - 1755,2,yes
6000000026573357411,Charles Albert Pogson,1855 - 1911,2,yes
6000000026573438574,Charles Albert Pogson,1855 - 1911,2,yes
6000000026621176820,Marie Kirstine Schultz,10 Aug 1832 - 12 Nov 1891,2,yes
6000000026622519904,Marie Kirstine Schultz,10 Aug 1832 - 12 Nov 1891,2,yes
6000000026980951124,Torstein Monsen Lunde,born 1790,2,yes
6000000027190286752,Effie Walker Morris,"10 Jan 1859 Cedar Fort, Utah, Utah, United States - 9 Apr 1929 Salt Lake City, Salt Lake, Utah, United States",2,yes
6000000027510030091,Barbara Maria Martinez Gallego,"3 Jan 1753 - Marinilla, Antioquia, Colombia",2,yes
6000000027527917672,Frants Frantsen Høyland,born 1640,2,yes
6000000027544025092,NN,born circa 1715,2,yes
6000000027613242994,Jacob Umphenour,18 Mar 1833 - 22 Jul 1899,2,yes
6000000027721082459,NN,born 1615,2,yes
6000000027724452485,Maria José Sovereira Zuzarte Mascarenhas,born 1850,2,yes
6000000027778064148,NN,born circa 1630,5,yes
6000000027838321339,NN,born circa 1700,2,yes
6000000027916124611,Hallie Day Back,2 Nov 1906 - 22 Aug 2003,2,yes
6000000027926329616,NN Brettauer,15 Jan 1822 - 15 Jan 1822,2,yes
6000000027928819042,NN Brettauer,15 Jan 1822 - 15 Jan 1822,2,yes
6000000027969527771,Gruffudd ap Llewelyn,born circa 1175,2,yes
6000000028029310824,Lucy Jane Cowan,1865 - 1922,2,yes
6000000028065812118,Meir,died 1800,2,yes
6000000028085789757,Cecylia Żółtowska,1898 - 1973,2,yes
6000000028091442997,Karl Egon Maria von Fürstenberg-Stühlingen,born 5 Jun 1762,2,yes
6000000028091485203,Karl Egon Maria von Fürstenberg-Stühlingen,born 5 Jun 1762,2,yes
6000000028095920918,No name,died 915,2,yes
6000000028096315853,No name,died 915,2,yes
6000000028354904741,NN,born circa 1540,2,yes
6000000028578577354,Margaret Graham,born circa 1585,2,yes
6000000028587229945,NN,born circa 1470,4,yes
6000000028587530008,NN,born circa 1320,3,yes
6000000028635223697,Infant Son (twin) Brake,1910 - 1910,2,yes
6000000028635760932,Infant Son (twin) Brake,1910 - 1910,2,yes
6000000028672084876,Riksråd Otte Svaleson Rømer Stårheim,1351 - 1411,2,yes
6000000028739112092,Alexander Horsburgh,1619 - 1666,2,yes
6000000028807523049,Jane Counterman,1825 - 1871,2,yes
6000000029136225230,Friedrich X. von Hohenzollern Graf,died 1412,2,yes
6000000029137427122,Friedrich X. von Hohenzollern Graf,died 1412,2,yes
6000000029370201027,Morill Merill Westover,born 3 Aug 1820,2,yes
6000000029370302952,Morill Merill Westover,born 3 Aug 1820,2,yes
6000000029379243010,Eury Brannon Beam,1866 - 1941,2,yes
6000000029663020164,Elizabeth Hoffman,1828 - 1905,2,yes
6000000029875902836,Alfgerdur Thorormsdottir,born Kolfreyjustadur,2,yes
6000000030164294378,Cecylia Żółtowska,1898 - 1973,2,yes
6000000030327377686,Titus Flavius Sempronius Aquila,born circa 115,2,yes
6000000030623158447,Ann Elizabeth Williams,17 Mar 1885 - 26 Sep 1941,2,yes
6000000030682415914,Alfgerdur Thorormsdottir,born Kolfreyjustadur,2,yes
6000000030925555681,Anders Fredrik Andersson,5 Jun 1857 - 31 Aug 1859,2,yes
6000000030925622754,Carl Johan Andersson,born 7 Jan 1867,2,yes
6000000030925641492,August Andersson,born 12 Dec 1859,2,yes
6000000031011340359,Cleo Keeney,1915 - 1919,2,yes
6000000031117368368,NN,born circa 1290,8,yes
6000000031202822623,Felicja Gadomska,1896 - 1990,2,yes
6000000031421018065,concubine,born circa 1200,2,yes
6000000031479345212,James Terenz von Bischoffshausen,1813 - 1880,2,yes
6000000031637990680,NN,born circa 1100,6,yes
6000000031882206627,Sara Dimberg,born 1687,2,yes
6000000031893155979,Marine Aslaksdatter,born 1403,2,yes
6000000031994230675,George Franklin Spore,1875 - 1958,2,yes
6000000032033256945,Peter Clark Brosius,1821 - 1897,2,yes
6000000032086723315,NN,died 1726,2,yes
6000000032146541523,NN,born circa 1745,2,yes
6000000032153300954,Gruffudd ap Maredudd,born circa 1185,2,yes
6000000032480130362,Nikolai Øen,born 19 Sep 1906,2,yes
6000000032555231884,Maria Isabel de Bourbon de Melo e Nápoles,born 22 Apr 1825,2,yes
6000000032589387367,Isabella Borromeo,died 2 Feb 1563,2,yes
6000000032646450309,NN Gildemeister,born presumably,2,yes
6000000032646675957,NN Gildemeister,born presumably,2,yes
6000000032650064060,NN,born circa 1340,4,yes
6000000032777823110,NN,born circa 1295,2,yes
6000000032836050178,Agnes,"born Braunschweig, Germany",2,yes
6000000033166831616,Sylvia Sherman,born 15 Sep 1895,2,yes
6000000033186438794,Charlotte Sophia Smith-Dorrien-Smith,1954 - 1997,2,yes
6000000033186818338,Alexandra Smith-Dorrien-Smith,1948 - 2007,2,yes
6000000033309499585,Anna von Windhausen,born circa 1490,2,yes
6000000033349785244,Anna Bengtsdotter,born 1664,2,yes
6000000033384358895,Mary Ann Mahala Bullock,1828 - 1857,2,yes
6000000033486515861,Leslie Gordon Giles,1889 - 1965,2,yes
6000000033494179211,Per Johan Nauckhoff,1738 - 1803,2,yes
6000000033496664571,NN,born circa 1590,6,yes
6000000033586489404,Carl Magnus Wetterström,1717 - 1717,2,yes
6000000033624696154,NN,born circa 1325,3,yes
6000000033631706531,NN,born circa 1520,2,yes
6000000033841495961,Gerónima Micaela de Aguiar y Arias,born 14 Nov 1735,2,yes
6000000033965865418,Benjamin John Carter,1904 - 1977,2,yes
6000000034124076874,NN,born circa 1520,2,yes
6000000034387504951,Henning von der Osten,1563 - 10 Apr 1626,2,yes
6000000034506020918,Malcolm John Carter,1931 - 1996,2,yes
6000000034578025315,Charles Robert Edwards,1882 - 1942,2,yes
6000000034578383099,Andrew Edwards,1871 - 1876,2,yes
6000000034701277572,Guetel Wertheim,born circa 1740,2,yes
6000000034712867277,Dorothea Mümmler,died 19 May 1486,2,yes
6000000035010832823,Marie Olsen,born 1837,2,yes
6000000035092519305,NN,born circa 1500,5,yes
6000000035157647049,NN,born circa 1300,3,yes
6000000035350766355,NN Sanders,born Bet 1821 and 1830,2,yes
6000000035350956002,NN Sanders,born Bet 1821 and 1830,2,yes
6000000035377774286,NN,born circa 1350,3,yes
6000000035525129210,NN,born circa 1265,2,yes
6000000035861147352,NN,born circa 1470,4,yes
6000000035861522080,NN,born circa 1440,4,yes
6000000035898054543,Anne Eriksdatter Hauge,1677 - 1725,2,yes
6000000036164012237,NN,born circa 1375,2,yes
6000000036205891298,NN,born circa 1160,3,yes
6000000036222550768,"Cristóvão de Castro, bispo de Portalegre",born circa 1460,2,yes
6000000036223418909,"Rodrigo de Castro, senhor de Valhelhas",born circa 1440,2,yes
6000000036359154124,"Cristóvão de Castro, bispo de Portalegre",born circa 1460,2,yes
6000000036359168179,"Rodrigo de Castro, senhor de Valhelhas",born circa 1440,2,yes
6000000036580415305,Andrew Galen Barnhart,1944 - 1973,2,yes
6000000036587543703,Madalena de Mendonça,born circa 1500,2,yes
6000000036635326310,Rezin Gregg,30 Nov 1783 - 25 Jun 1843,2,yes
6000000036685936228,Deborah Billings,1705 - 1749,2,yes
6000000036686018841,Shubael Williams,29 Apr 1733 - 17 Jul 1807,2,yes
6000000036715665923,Philip ap Trahaearn,born circa 1225,2,yes
6000000036727555529,Isabel de Castro,born circa 1430,2,yes
6000000036965156232,Jacob Loutzenhiser,1824 - 1890,2,yes
6000000036965401034,Joseph Loutzenhiser,1843 - 1901,2,yes
6000000037865294842,NN,born circa 1510,4,yes
6000000038050833251,David Wallace Hammer,1875 - 1911,2,yes
6000000038507873363,NN,born circa 1600,3,yes
6000000038523250136,William Salyer,1838 - 1914,2,yes
6000000038769200568,John Philip Rhyne,1811 - 1875,2,yes
6000000038913024377,NN,born circa 1030,2,yes
6000000038923160808,NN,born circa 1065,2,yes
6000000038924125340,NN,born circa 1120,2,yes
6000000038958917953,Johan Aman Markelin,11 Mar 1867 - 18 Jun 1868,2,yes
6000000039029401069,Margaretha Åkesdotter Pik,born Bef 1310,2,yes
6000000039040331938,Levi Studebaker,1849 - 1851,2,yes
6000000039181377264,NN,born circa 1002,2,yes
6000000039284459129,Maria de Menezes,born circa 1475,3,yes
6000000039390480037,NN,born circa 215,2,yes
6000000039405172356,NN,born circa 1290,8,yes
6000000039410044199,Gwrgeneu ap Llewelyn,born circa 1190,2,yes
6000000039486968442,Gruffudd ap Maredudd,born circa 1185,2,yes
6000000039655377888,NN,born circa 860,2,yes
6000000039790937175,Christina Hahn,born 21 Jan 1740,2,yes
6000000039920651413,NN,born circa 1590,6,yes
6000000039960412869,NN,born circa 1160,3,yes
6000000040088442344,Ingeborg Ottarsdatter,circa 990 - circa 1034,2,yes
6000000040286841777,NN,born circa 1245,2,yes
6000000040288475391,Barthol Bankerød Olsen,27 May 1910 Bankerød - 21 Oct 2003,2,yes
6000000040317800678,NN,born circa 1160,3,yes
6000000040486852560,John Pease,30 Mar 1654 - 29 Nov 1734,2,yes
6000000040610686252,Madog ab Einion,born circa 1205,2,yes
6000000040614216298,Elizabeth Pankey,1795 - 1846,2,yes
6000000040703682586,Kristi Sakariasdatter Soma,1649 - 1681,2,yes
6000000040838556334,Ida Ferreira da Silva Nunes de Castro,born 7 Jun 1887,2,yes
6000000041035225725,Craterus,-370 - -321,2,yes
6000000041059794430,Gertrude de Gand,born 1195,2,yes
6000000041072904534,NN,born circa 1245,2,yes
6000000041085899993,NN,born circa 1565,4,yes
6000000041188192880,Philetaerus,circa -343 - -263,2,yes
6000000041213831303,Caecilia Metella,born circa -170,2,yes
6000000041213887133,Caecilia Metella,born circa -170,2,yes
6000000041216592919,Marcus Pomponius Matho,died -204,2,yes
6000000041284065510,James Bloom Hickok,1845 - 1934,2,yes
6000000041324107141,Quintus Lutatius Catulus,-149 - -87,2,yes
6000000041369779163,NN,born circa 900,4,yes
6000000041370398078,NN,born circa 860,2,yes
6000000041371065503,NN,born circa 725,2,yes
6000000041561168362,Einion ap Rhirid,born circa 1205,2,yes
6000000041592066848,Einion ap Rhirid,born circa 1205,2,yes
6000000041606246476,Madog ab Einion,born circa 1205,2,yes
6000000041757177102,NN,born circa 1290,8,yes
6000000041883613691,NN,born circa 1200,6,yes
6000000041883638535,NN,born circa 1200,6,yes
6000000041883863343,NN,born circa 1220,3,yes
6000000041883964930,NN,born circa 1235,2,yes
6000000041884039868,NN,born circa 1275,3,yes
6000000041885400014,NN,born circa 1190,2,yes
6000000041887727743,concubine,born circa 1200,2,yes
6000000041887875092,NN,born circa 1230,4,yes
6000000041888191298,NN,died Bef 1408,2,yes
6000000041888464821,NN,born circa 1240,2,yes
6000000041898695931,NN,born circa 1165,3,yes
6000000041903731585,NN,born circa 1260,3,yes
6000000041908212019,Iorwerth ap Gwrgeneu,born circa 1180,2,yes
6000000041958705540,NN,born circa 1230,4,yes
6000000042223857868,Joseph Thibodeau,born 1763,2,yes
6000000042273728667,Paul Dunagan,1925 - 1985,2,yes
6000000042274451134,Florice L Dunagan,1913 - 1967,2,yes
6000000042275173026,Joseph Abner Dunagan,1926 - 1984,2,yes
6000000042811584212,NN,died Bef 1408,2,yes
6000000043388812367,Andrew Jackson Dunagan,1818 - 1880,2,yes
6000000044104569015,Guetel Wertheim,born circa 1740,2,yes
6000000044226496889,Rebecca Bitting,1825 - 1880,2,yes
6000000044240999837,Anthony Bitting,1743 - 1818,2,yes
6000000044252380113,Rebecca Bitting,1825 - 1880,2,yes
6000000044252557924,Frederick Bitting,1848 - 1897,2,yes
6000000044252750889,Frederick Bitting,1848 - 1897,2,yes
6000000045345746946,Rui Dias de Freitas de Castro,born circa 1570,2,yes
6000000045346370892,Rui Dias de Freitas de Castro,born circa 1570,2,yes
6000000045958794365,NN,born circa 1260,3,yes
6000000046134995055,Anders Torkellson Alsnes,1665 - 13 Feb 1717,2,yes
6000000046224259640,NN,born circa 1590,6,yes
6000000046364093200,NN,born circa 1380,3,yes
6000000046562349356,Karen Sofie Hansen,12 Jan 1866 Slimminge - 29 Aug 1951,2,yes
6000000046603241821,NN,born circa 1200,6,yes
6000000046668101458,NN,born circa 1560,6,yes
6000000046710033108,n,born circa 1600,2,yes
6000000046973705200,Ieuan ap Gwilym,born circa 1245,2,yes
6000000046977895882,Kirsti Ommundsdatter,born 1764,2,yes
6000000047105368356,NN,born circa 1375,2,yes
6000000047812670919,Gruffudd ap Madog,born circa 1235,2,yes
6000000049294360932,Janez Pesjak,____ - ____,2,yes
6000000049550366077,Eduard Krause,1804 - 26 Feb 1818,2,yes
6000000050808027161,NN,born circa 1500,5,yes
6000000050846306945,Françoise de Foix,1495 - 16 Oct 1537,2,yes
6000000050943525549,NN Birkeland,8 Jun 1853 - 8 Jun 1853,2,yes
6000000050944325987,NN Birkeland,8 Jun 1853 - 8 Jun 1853,2,yes
6000000051349162906,NN,born circa 1510,4,yes
6000000051412917973,Folman,died Aft 1932,4,yes
6000000051413136898,Folman,died Aft 1932,4,yes
6000000051413228852,Folman,died Aft 1932,4,yes
6000000051413253836,Folman,died Aft 1932,4,yes
6000000051435562885,NN,born circa 1560,6,yes
6000000051830471306,Ole Olsen,born 17 Nov 1836 Heier store,2,yes
6000000052002337824,William D. Moorman,born 1854,2,yes
6000000052006809888,Fanny H. Moorman,born 30 Apr 1858,2,yes
6000000052945184180,Rodrigo de Paz,died 16 Oct 1525,2,yes
6000000053258640180,James Lyon,born circa 1680,2,yes
6000000053299524940,James Lyon,born circa 1680,2,yes
6000000053599286964,Ann Elizabeth Williams,17 Mar 1885 - 26 Sep 1941,2,yes
6000000054427576884,Greta Silfverskiöld,1889 - 1948,2,yes
6000000054481307836,Maurice ffolliott Rhys Wingfield,1879 - 1941,2,yes
6000000054958408826,Sehzade Mehmed,born 1550,2,yes
6000000054988038881,Sehzade Mehmed,born 1550,2,yes
6000000056380126844,Maredudd ab Ieuan,born circa 1370,2,yes
6000000056809932866,NN,born circa 1340,4,yes
6000000056974121834,Lips,12 Mar 1830 - 25 Jul 1855,2,yes
6000000057131091910,Ida Ferreira da Silva Nunes de Castro,born 7 Jun 1887,2,yes
6000000057599479631,居業 裴,died 670,2,yes
6000000057600050139,居業 裴,died 670,2,yes
6000000058060899898,Helena da Cunha,born circa 1530,2,yes
6000000058061075903,Helena da Cunha,born circa 1530,2,yes
6000000058064276170,Maria de Castro,born circa 1530,3,yes
6000000058325908087,Maredudd ab Ieuan,born circa 1400,2,yes
6000000058425515902,NN,died Scotland,5,yes
6000000058497974046,Per Johan Nauckhoff,1738 - 1803,2,yes
6000000058512645231,Eyvind Jonathan Rafn,born 5 Aug 1915,2,yes
6000000059389171915,NN,born circa 1290,8,yes
